baseItem,category,tier,cost,nMats,mat1,mat1count,mat2,mat2count,mat3,mat3count,mat4,mat4count,mat5,mat5count,mat6,mat6count
Patlat Edge,28,3,-1,0,,,,,,,,,,,,
Urughan Kris,28,0,11000,4,Void's Heartbeat,6,Padding,4,Fireproof Cord,4,Scroll of Tribute,4,,,,
Urughan Kris,28,1,11000,4,Void's Heartbeat,8,Padding,4,Fireproof Cord,4,Scroll of Tribute,4,,,,
Urughan Kris,28,2,11000,4,Void's Heartbeat,10,Padding,4,Fireproof Cord,4,Royal Family Chants Grimoire,2,,,,
Urughan Kris,28,3,11000,4,Void's Heartbeat,14,Padding,6,Fireproof Cord,6,Royal Family Chants Grimoire,2,,,,
Edge of Altura,1,0,-1,0,,,,,,,,,,,,
Edge of Altura,1,1,-1,0,,,,,,,,,,,,
Edge of Altura,1,2,-1,0,,,,,,,,,,,,
Edge of Altura,1,3,-1,0,,,,,,,,,,,,
Rousing Schlucht Sword,1,0,-1,0,,,,,,,,,,,,
Rousing Schlucht Sword,1,1,-1,0,,,,,,,,,,,,
Rousing Schlucht Sword,1,2,-1,0,,,,,,,,,,,,
Rousing Schlucht Sword,1,3,-1,0,,,,,,,,,,,,
Passion Sword,1,0,-1,0,,,,,,,,,,,,
Passion Sword,1,1,-1,0,,,,,,,,,,,,
Passion Sword,1,2,-1,0,,,,,,,,,,,,
Passion Sword,1,3,-1,0,,,,,,,,,,,,
Éruption,1,0,-1,0,,,,,,,,,,,,
Éruption,1,1,-1,0,,,,,,,,,,,,
Éruption,1,2,-1,0,,,,,,,,,,,,
Éruption,1,3,-1,0,,,,,,,,,,,,
Shield of Altura,2,0,-1,0,,,,,,,,,,,,
Shield of Altura,2,1,-1,0,,,,,,,,,,,,
Shield of Altura,2,2,-1,0,,,,,,,,,,,,
Shield of Altura,2,3,-1,0,,,,,,,,,,,,
Rousing Schlucht Shield,2,0,-1,0,,,,,,,,,,,,
Rousing Schlucht Shield,2,1,-1,0,,,,,,,,,,,,
Rousing Schlucht Shield,2,2,-1,0,,,,,,,,,,,,
Rousing Schlucht Shield,2,3,-1,0,,,,,,,,,,,,
Brave Shield,2,0,-1,0,,,,,,,,,,,,
Brave Shield,2,1,-1,0,,,,,,,,,,,,
Brave Shield,2,2,-1,0,,,,,,,,,,,,
Brave Shield,2,3,-1,0,,,,,,,,,,,,
Krater,2,0,-1,0,,,,,,,,,,,,
Krater,2,1,-1,0,,,,,,,,,,,,
Krater,2,2,-1,0,,,,,,,,,,,,
Krater,2,3,-1,0,,,,,,,,,,,,
Blade of Altura,10,0,-1,0,,,,,,,,,,,,
Blade of Altura,10,1,-1,0,,,,,,,,,,,,
Blade of Altura,10,2,-1,0,,,,,,,,,,,,
Blade of Altura,10,3,-1,0,,,,,,,,,,,,
Rousing Schlucht Blade,10,0,-1,0,,,,,,,,,,,,
Rousing Schlucht Blade,10,1,-1,0,,,,,,,,,,,,
Rousing Schlucht Blade,10,2,-1,0,,,,,,,,,,,,
Rousing Schlucht Blade,10,3,-1,0,,,,,,,,,,,,
Puissance Blade,10,0,-1,0,,,,,,,,,,,,
Puissance Blade,10,1,-1,0,,,,,,,,,,,,
Puissance Blade,10,2,-1,0,,,,,,,,,,,,
Puissance Blade,10,3,-1,0,,,,,,,,,,,,
Évaporation,10,0,12000,4,Reddish Dragon Scale,6,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,4,,,,
Évaporation,10,1,12000,4,Reddish Dragon Scale,8,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,6,,,,
Évaporation,10,2,12000,4,Reddish Dragon Scale,10,Soul Siphoning Cloth,4,Flicker Gem,4,Sacred Flame Steel,2,,,,
Évaporation,10,3,12000,4,Reddish Dragon Scale,14,Soul Siphoning Cloth,6,Flicker Gem,6,Sacred Flame Steel,2,,,,
Wall of Altura,5,0,8800,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Wall of Altura,5,1,8800,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Wall of Altura,5,2,8800,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Wall of Altura,5,3,8800,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Guard,5,0,-1,0,,,,,,,,,,,,
Rousing Schlucht Guard,5,1,-1,0,,,,,,,,,,,,
Rousing Schlucht Guard,5,2,-1,0,,,,,,,,,,,,
Rousing Schlucht Guard,5,3,-1,0,,,,,,,,,,,,
Plaisance Wall,5,0,-1,0,,,,,,,,,,,,
Plaisance Wall,5,1,-1,0,,,,,,,,,,,,
Plaisance Wall,5,2,-1,0,,,,,,,,,,,,
Plaisance Wall,5,3,-1,0,,,,,,,,,,,,
Volcan,5,0,9600,4,Reddish Dragon Scale,5,Soul Siphoning Cloth,3,Flicker Gem,3,Royal Blazing Rock,3,,,,
Volcan,5,1,-1,0,,,,,,,,,,,,
Volcan,5,2,-1,0,,,,,,,,,,,,
Volcan,5,3,-1,0,,,,,,,,,,,,
Rod of Altura,6,0,8800,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Rod of Altura,6,1,8800,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Rod of Altura,6,2,8800,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Rod of Altura,6,3,8800,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Rod,6,0,-1,0,,,,,,,,,,,,
Rousing Schlucht Rod,6,1,-1,0,,,,,,,,,,,,
Rousing Schlucht Rod,6,2,-1,0,,,,,,,,,,,,
Rousing Schlucht Rod,6,3,-1,0,,,,,,,,,,,,
Fierte Rod,6,0,-1,0,,,,,,,,,,,,
Fierte Rod,6,1,-1,0,,,,,,,,,,,,
Fierte Rod,6,2,-1,0,,,,,,,,,,,,
Fierte Rod,6,3,-1,0,,,,,,,,,,,,
Flamme,6,0,-1,0,,,,,,,,,,,,
Flamme,6,1,-1,0,,,,,,,,,,,,
Flamme,6,2,-1,0,,,,,,,,,,,,
Flamme,6,3,-1,0,,,,,,,,,,,,
Daggers of Altura,7,0,11000,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Daggers of Altura,7,1,11000,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Daggers of Altura,7,2,11000,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Daggers of Altura,7,3,11000,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Daggers,7,0,11500,1,Battle Armor Fragment,6,,,,,,,,,,
Rousing Schlucht Daggers,7,1,11500,1,Battle Armor Fragment,10,,,,,,,,,,
Rousing Schlucht Daggers,7,2,11500,3,Dragon Temple's Blessed Cloth,1,Dragon Temple's Charm,6,Flicker Gem,1,,,,,,
Rousing Schlucht Daggers,7,3,11500,4,Dragon Temple's Blessed Cloth,2,Dragon Temple's Charm,10,Flicker Gem,1,Charged Great Vessel,1,,,,
Cruel Daggers,7,0,12000,2,Royal Blazing Rock,6,Relic Steel (Urteca District),50,,,,,,,,
Cruel Daggers,7,1,12000,3,Royal Blazing Rock,6,Howling Blaze Lump,2,Relic Steel (Urteca District),100,,,,,,
Cruel Daggers,7,2,12000,4,Sacred Flame Steel,2,Royal Blazing Rock,6,Evil Dragon's Chin Spike,2,Relic Steel (Urteca District),100,,,,
Cruel Daggers,7,3,12000,4,Sacred Flame Steel,4,Royal Blazing Rock,8,Evil Dragon's Chin Spike,2,Relic Steel (Urteca District),200,,,,
Jaria,7,0,-1,0,,,,,,,,,,,,
Jaria,7,1,-1,0,,,,,,,,,,,,
Jaria,7,2,-1,0,,,,,,,,,,,,
Jaria,7,3,-1,0,,,,,,,,,,,,
Arrow of Altura,3,0,11000,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Arrow of Altura,3,1,11000,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Arrow of Altura,3,2,11000,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Arrow of Altura,3,3,11000,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Bow,3,0,11500,1,Battle Armor Fragment,6,,,,,,,,,,
Rousing Schlucht Bow,3,1,11500,1,Battle Armor Fragment,10,,,,,,,,,,
Rousing Schlucht Bow,3,2,11500,3,Dragon Temple's Blessed Cloth,1,Dragon Temple's Charm,6,Flicker Gem,1,,,,,,
Rousing Schlucht Bow,3,3,11500,4,Dragon Temple's Blessed Cloth,2,Dragon Temple's Charm,10,Flicker Gem,1,Charged Great Vessel,1,,,,
Anstaing Bow,3,0,12000,2,Royal Blazing Rock,6,Relic Steel (Urteca District),50,,,,,,,,
Anstaing Bow,3,1,12000,3,Royal Blazing Rock,6,Howling Blaze Lump,2,Relic Steel (Urteca District),100,,,,,,
Anstaing Bow,3,2,12000,4,Sacred Flame Steel,2,Royal Blazing Rock,6,Evil Dragon's Chin Spike,2,Relic Steel (Urteca District),100,,,,
Anstaing Bow,3,3,12000,4,Sacred Flame Steel,4,Royal Blazing Rock,8,Evil Dragon's Chin Spike,2,Relic Steel (Urteca District),200,,,,
Enfer,3,0,12000,4,Reddish Dragon Scale,6,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,4,,,,
Enfer,3,1,12000,4,Reddish Dragon Scale,8,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,6,,,,
Enfer,3,2,12000,4,Reddish Dragon Scale,10,Soul Siphoning Cloth,4,Flicker Gem,4,Sacred Flame Steel,2,,,,
Enfer,3,3,12000,4,Reddish Dragon Scale,14,Soul Siphoning Cloth,6,Flicker Gem,6,Sacred Flame Steel,2,,,,
Hand of Altura,11,0,11000,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Hand of Altura,11,1,11000,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Hand of Altura,11,2,11000,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Hand of Altura,11,3,11000,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Arm,11,0,11500,1,Battle Armor Fragment,6,,,,,,,,,,
Rousing Schlucht Arm,11,1,11500,1,Battle Armor Fragment,10,,,,,,,,,,
Rousing Schlucht Arm,11,2,11500,3,Dragon Temple's Blessed Cloth,1,Dragon Temple's Charm,6,Flicker Gem,1,,,,,,
Rousing Schlucht Arm,11,3,11500,4,Dragon Temple's Blessed Cloth,2,Dragon Temple's Charm,10,Flicker Gem,1,Charged Great Vessel,1,,,,
Avare Gauntlet,11,0,-1,0,,,,,,,,,,,,
Avare Gauntlet,11,1,-1,0,,,,,,,,,,,,
Avare Gauntlet,11,2,-1,0,,,,,,,,,,,,
Avare Gauntlet,11,3,-1,0,,,,,,,,,,,,
Explosion,11,0,12000,4,Reddish Dragon Scale,6,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,4,,,,
Explosion,11,1,12000,4,Reddish Dragon Scale,8,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,6,,,,
Explosion,11,2,12000,4,Reddish Dragon Scale,10,Soul Siphoning Cloth,4,Flicker Gem,4,Sacred Flame Steel,2,,,,
Explosion,11,3,12000,4,Reddish Dragon Scale,14,Soul Siphoning Cloth,6,Flicker Gem,6,Sacred Flame Steel,2,,,,
Spell of Altura,9,0,11000,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Spell of Altura,9,1,11000,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Spell of Altura,9,2,11000,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Spell of Altura,9,3,11000,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Shooter,9,0,11500,1,Battle Armor Fragment,6,,,,,,,,,,
Rousing Schlucht Shooter,9,1,11500,1,Battle Armor Fragment,10,,,,,,,,,,
Rousing Schlucht Shooter,9,2,11500,3,Dragon Temple's Blessed Cloth,1,Dragon Temple's Charm,6,Flicker Gem,1,,,,,,
Rousing Schlucht Shooter,9,3,11500,4,Dragon Temple's Blessed Cloth,2,Dragon Temple's Charm,10,Flicker Gem,1,Charged Great Vessel,1,,,,
Réverie Shooter,9,0,-1,0,,,,,,,,,,,,
Réverie Shooter,9,1,-1,0,,,,,,,,,,,,
Réverie Shooter,9,2,-1,0,,,,,,,,,,,,
Réverie Shooter,9,3,-1,0,,,,,,,,,,,,
Purgatoire,9,0,12000,4,Reddish Dragon Scale,6,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,4,,,,
Purgatoire,9,1,12000,4,Reddish Dragon Scale,8,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,6,,,,
Purgatoire,9,2,12000,4,Reddish Dragon Scale,10,Soul Siphoning Cloth,4,Flicker Gem,4,Sacred Flame Steel,2,,,,
Purgatoire,9,3,12000,4,Reddish Dragon Scale,14,Soul Siphoning Cloth,6,Flicker Gem,6,Sacred Flame Steel,2,,,,
Staff of Altura,4,0,11000,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Staff of Altura,4,1,11000,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Staff of Altura,4,2,11000,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Staff of Altura,4,3,11000,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Cane,4,0,-1,0,,,,,,,,,,,,
Rousing Schlucht Cane,4,1,-1,0,,,,,,,,,,,,
Rousing Schlucht Cane,4,2,-1,0,,,,,,,,,,,,
Rousing Schlucht Cane,4,3,-1,0,,,,,,,,,,,,
Genereux Staff,4,0,-1,0,,,,,,,,,,,,
Genereux Staff,4,1,-1,0,,,,,,,,,,,,
Genereux Staff,4,2,-1,0,,,,,,,,,,,,
Genereux Staff,4,3,-1,0,,,,,,,,,,,,
Chaleur,4,0,12000,4,Reddish Dragon Scale,6,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,4,,,,
Chaleur,4,1,12000,4,Reddish Dragon Scale,8,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,6,,,,
Chaleur,4,2,12000,4,Reddish Dragon Scale,10,Soul Siphoning Cloth,4,Flicker Gem,4,Sacred Flame Steel,2,,,,
Chaleur,4,3,12000,4,Reddish Dragon Scale,14,Soul Siphoning Cloth,6,Flicker Gem,6,Sacred Flame Steel,2,,,,
Wand of Altura,8,0,11000,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Wand of Altura,8,1,11000,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Wand of Altura,8,2,11000,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Wand of Altura,8,3,11000,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Wand,8,0,-1,0,,,,,,,,,,,,
Rousing Schlucht Wand,8,1,-1,0,,,,,,,,,,,,
Rousing Schlucht Wand,8,2,-1,0,,,,,,,,,,,,
Rousing Schlucht Wand,8,3,-1,0,,,,,,,,,,,,
Sagesse Wand,8,0,-1,0,,,,,,,,,,,,
Sagesse Wand,8,1,-1,0,,,,,,,,,,,,
Sagesse Wand,8,2,-1,0,,,,,,,,,,,,
Sagesse Wand,8,3,-1,0,,,,,,,,,,,,
Désastre,8,0,12000,4,Reddish Dragon Scale,6,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,4,,,,
Désastre,8,1,12000,4,Reddish Dragon Scale,8,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,6,,,,
Désastre,8,2,12000,4,Reddish Dragon Scale,10,Soul Siphoning Cloth,4,Flicker Gem,4,Sacred Flame Steel,2,,,,
Désastre,8,3,12000,4,Reddish Dragon Scale,14,Soul Siphoning Cloth,6,Flicker Gem,6,Sacred Flame Steel,2,,,,
Lance of Altura,12,0,11000,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Lance of Altura,12,1,11000,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Lance of Altura,12,2,11000,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Lance of Altura,12,3,11000,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Spear,12,0,11500,1,Battle Armor Fragment,6,,,,,,,,,,
Rousing Schlucht Spear,12,1,11500,1,Battle Armor Fragment,10,,,,,,,,,,
Rousing Schlucht Spear,12,2,11500,3,Dragon Temple's Blessed Cloth,1,Dragon Temple's Charm,6,Flicker Gem,1,,,,,,
Rousing Schlucht Spear,12,3,11500,4,Dragon Temple's Blessed Cloth,2,Dragon Temple's Charm,10,Flicker Gem,1,Charged Great Vessel,1,,,,
Effort Spear,12,0,-1,0,,,,,,,,,,,,
Effort Spear,12,1,-1,0,,,,,,,,,,,,
Effort Spear,12,2,-1,0,,,,,,,,,,,,
Effort Spear,12,3,-1,0,,,,,,,,,,,,
Avalanche,12,0,12000,4,Reddish Dragon Scale,6,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,4,,,,
Avalanche,12,1,12000,4,Reddish Dragon Scale,8,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,6,,,,
Avalanche,12,2,12000,4,Reddish Dragon Scale,10,Soul Siphoning Cloth,4,Flicker Gem,4,Sacred Flame Steel,2,,,,
Avalanche,12,3,12000,4,Reddish Dragon Scale,14,Soul Siphoning Cloth,6,Flicker Gem,6,Sacred Flame Steel,2,,,,
Saif of Altura,28,0,11000,2,Urteca Hot Spring Water,4,Demon Dog Pelt,4,,,,,,,,
Saif of Altura,28,1,11000,2,Urteca Hot Spring Water,6,Demon Dog Pelt,6,,,,,,,,
Saif of Altura,28,2,11000,2,Belladonna,4,Small Flame Remains,4,,,,,,,,
Saif of Altura,28,3,11000,2,Belladonna,6,Small Flame Remains,6,,,,,,,,
Rousing Schlucht Scimitar,28,0,11500,1,Battle Armor Fragment,6,,,,,,,,,,
Rousing Schlucht Scimitar,28,1,11500,1,Battle Armor Fragment,10,,,,,,,,,,
Rousing Schlucht Scimitar,28,2,11500,3,Dragon Temple's Blessed Cloth,1,Dragon Temple's Charm,6,Flicker Gem,1,,,,,,
Rousing Schlucht Scimitar,28,3,11500,4,Dragon Temple's Blessed Cloth,2,Dragon Temple's Charm,10,Flicker Gem,1,Charged Great Vessel,1,,,,
Ideal Scimitar,28,0,12000,2,Royal Blazing Rock,6,Relic Steel (Urteca District),50,,,,,,,,
Ideal Scimitar,28,1,12000,3,Royal Blazing Rock,6,Howling Blaze Lump,2,Relic Steel (Urteca District),100,,,,,,
Ideal Scimitar,28,2,12000,4,Royal Blazing Rock,6,Sacred Flame Steel,2,Evil Dragon's Chin Spike,2,Relic Steel (Urteca District),100,,,,
Ideal Scimitar,28,3,12000,4,Royal Blazing Rock,8,Sacred Flame Steel,4,Evil Dragon's Chin Spike,2,Relic Steel (Urteca District),200,,,,
Sublimation,28,0,12000,4,Reddish Dragon Scale,6,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,4,,,,
Sublimation,28,1,12000,4,Reddish Dragon Scale,8,Soul Siphoning Cloth,4,Flicker Gem,4,Royal Blazing Rock,6,,,,
Sublimation,28,2,12000,4,Reddish Dragon Scale,10,Soul Siphoning Cloth,4,Flicker Gem,4,Sacred Flame Steel,2,,,,
Sublimation,28,3,12000,4,Reddish Dragon Scale,14,Soul Siphoning Cloth,6,Flicker Gem,6,Sacred Flame Steel,2,,,,
Maddest Head,13,0,3200,2,Rose Megadosys,2,War Demon's Ancestor Nasal Cartilage,2,,,,,,,,
Maddest Head,13,1,3200,2,Rose Megadosys,4,War Demon's Ancestor Nasal Cartilage,4,,,,,,,,
Maddest Head,13,2,3200,2,Giant Caterpillar,2,Cracked Amulet,2,,,,,,,,
Maddest Head,13,3,3200,2,Giant Caterpillar,4,Cracked Amulet,4,,,,,,,,
Corail Helm,13,0,-1,0,,,,,,,,,,,,
Corail Helm,13,1,-1,0,,,,,,,,,,,,
Corail Helm,13,2,-1,0,,,,,,,,,,,,
Corail Helm,13,3,-1,0,,,,,,,,,,,,
Mehizaf Helm,13,0,3520,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Helm,13,1,3520,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Helm,13,2,3520,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Helm,13,3,3520,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Maddest Armor,14,0,6000,2,Giant Caterpillar,4,Strong Acid Sac,4,,,,,,,,
Maddest Armor,14,1,6000,2,Giant Caterpillar,6,Strong Acid Sac,6,,,,,,,,
Maddest Armor,14,2,6000,2,Phlogopite,4,Strong Heat-Resistant Scale,4,,,,,,,,
Maddest Armor,14,3,6000,2,Phlogopite,6,Strong Heat-Resistant Scale,6,,,,,,,,
Corail Mail,14,0,-1,0,,,,,,,,,,,,
Corail Mail,14,1,-1,0,,,,,,,,,,,,
Corail Mail,14,2,-1,0,,,,,,,,,,,,
Corail Mail,14,3,-1,0,,,,,,,,,,,,
Mehizaf Armor,14,0,6600,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Armor,14,1,6600,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Armor,14,2,6600,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Armor,14,3,6600,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Maddest Bracers,15,0,3200,2,Rose Megadosys,2,War Demon's Ancestor Nasal Cartilage,2,,,,,,,,
Maddest Bracers,15,1,3200,2,Rose Megadosys,4,War Demon's Ancestor Nasal Cartilage,4,,,,,,,,
Maddest Bracers,15,2,3200,2,Giant Caterpillar,2,Cracked Amulet,2,,,,,,,,
Maddest Bracers,15,3,3200,2,Giant Caterpillar,4,Cracked Amulet,4,,,,,,,,
Corail Gauntlets,15,0,-1,0,,,,,,,,,,,,
Corail Gauntlets,15,1,-1,0,,,,,,,,,,,,
Corail Gauntlets,15,2,-1,0,,,,,,,,,,,,
Corail Gauntlets,15,3,-1,0,,,,,,,,,,,,
Mehizaf Cutter,15,0,3520,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Cutter,15,1,3520,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Cutter,15,2,3520,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Cutter,15,3,3520,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Maddest Greaves,16,0,4800,2,Giant Caterpillar,4,Strong Acid Sac,4,,,,,,,,
Maddest Greaves,16,1,4800,2,Giant Caterpillar,6,Strong Acid Sac,4,,,,,,,,
Maddest Greaves,16,2,4800,2,Phlogopite,4,Strong Heat-Resistant Scale,4,,,,,,,,
Maddest Greaves,16,3,4800,2,Phlogopite,6,Strong Heat-Resistant Scale,6,,,,,,,,
Corail Cuisses,16,0,-1,0,,,,,,,,,,,,
Corail Cuisses,16,1,-1,0,,,,,,,,,,,,
Corail Cuisses,16,2,-1,0,,,,,,,,,,,,
Corail Cuisses,16,3,-1,0,,,,,,,,,,,,
Mehizaf Poleyn,16,0,5280,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Poleyn,16,1,5280,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Poleyn,16,2,5280,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Poleyn,16,3,5280,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Capable Hat,13,0,3200,2,Rose Megadosys,2,War Demon's Ancestor Nasal Cartilage,2,,,,,,,,
Capable Hat,13,1,3200,2,Rose Megadosys,4,War Demon's Ancestor Nasal Cartilage,4,,,,,,,,
Capable Hat,13,2,3200,2,Giant Caterpillar,2,Cracked Amulet,2,,,,,,,,
Capable Hat,13,3,3200,2,Giant Caterpillar,4,Cracked Amulet,4,,,,,,,,
Cuivre Hat,13,0,3360,2,Cave Shrimp Eggs,1,Cave Shrimp,2,,,,,,,,
Cuivre Hat,13,1,3360,2,Cave Shrimp Eggs,1,Cave Shrimp,4,,,,,,,,
Cuivre Hat,13,2,3360,3,Padding,1,War Dancing Large Feather,1,Water Purification Stone Powder,2,,,,,,
Cuivre Hat,13,3,3360,3,Padding,1,War Dancing Large Feather,4,Water Purification Stone Powder,4,,,,,,
Mehizaf Mask,13,0,3520,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Mask,13,1,3520,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Mask,13,2,3520,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Mask,13,3,3520,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Capable Padding,14,0,6000,2,Giant Caterpillar,4,Strong Acid Sac,4,,,,,,,,
Capable Padding,14,1,6000,2,Giant Caterpillar,6,Strong Acid Sac,6,,,,,,,,
Capable Padding,14,2,6000,2,Phlogopite,4,Strong Heat-Resistant Scale,4,,,,,,,,
Capable Padding,14,3,6000,2,Phlogopite,6,Strong Heat-Resistant Scale,6,,,,,,,,
Cuivre Jacket,14,0,6300,2,Cave Shrimp Eggs,2,Cave Shrimp,2,,,,,,,,
Cuivre Jacket,14,1,6300,2,Cave Shrimp Eggs,2,Cave Shrimp,4,,,,,,,,
Cuivre Jacket,14,2,6300,3,Padding,2,War Demon Ancestor's Large Tusk,2,Water Purification Stone Powder,2,,,,,,
Cuivre Jacket,14,3,6300,3,Padding,2,War Demon Ancestor's Large Tusk,4,Water Purification Stone Powder,4,,,,,,
Mehizaf Cross,14,0,6600,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Cross,14,1,6600,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Cross,14,2,6600,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Cross,14,3,6600,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Capable Bracers,15,0,3200,2,Rose Megadosys,2,War Demon's Ancestor Nasal Cartilage,2,,,,,,,,
Capable Bracers,15,1,3200,2,Rose Megadosys,4,War Demon's Ancestor Nasal Cartilage,4,,,,,,,,
Capable Bracers,15,2,3200,2,Giant Caterpillar,2,Cracked Amulet,2,,,,,,,,
Capable Bracers,15,3,3200,2,Giant Caterpillar,4,Cracked Amulet,4,,,,,,,,
Cuivre Arms,15,0,3360,2,Cave Shrimp Eggs,1,Cave Shrimp,2,,,,,,,,
Cuivre Arms,15,1,3360,2,Cave Shrimp Eggs,1,Cave Shrimp,4,,,,,,,,
Cuivre Arms,15,2,3360,3,Padding,1,War Dancing Large Feather,1,Water Purification Stone Powder,2,,,,,,
Cuivre Arms,15,3,3360,3,Padding,1,War Dancing Large Feather,4,Water Purification Stone Powder,4,,,,,,
Mehizaf Glove,15,0,3520,1,Void's Heartbeat,1,,,,,,,,,,
Mehizaf Glove,15,1,3520,2,Void's Heartbeat,2,Low-Grade Reinforced Armor,2,,,,,,,,
Mehizaf Glove,15,2,3520,2,Void's Heartbeat,2,Burning Magma Lump,1,,,,,,,,
Mehizaf Glove,15,3,3520,2,Void's Heartbeat,4,Burning Magma Lump,2,,,,,,,,
Capable Boots,16,0,4800,2,Giant Caterpillar,4,Strong Acid Sac,4,,,,,,,,
Capable Boots,16,1,4800,2,Giant Caterpillar,6,Strong Acid Sac,4,,,,,,,,
